symbol,category
AABR07069371.2,Unknown
AABR07070099.1,Unknown
AABR07070432.1,Unknown
AABR07070851.2,Unknown
AABR07071549.1,Unknown
AABR07072264.3,Unknown
AABR07072264.4,Unknown
AABR07072325.1,Unknown
AABR07072362.1,Unknown
AABR07072664.1,Unknown
AABR07072668.1,Unknown
AABR07072671.1,Unknown
AABR07073541.1,Unknown
Aacs,metabolism and transport
Aadacl2,metabolism and transport
Aadat,metabolism and transport
Aak1,Signaling
Aamp,Development
Aard,Development
aars,translation and protein modification
Aars,translation and protein modification
Aasdh,metabolism and transport
Aass,metabolism and transport
Abat,metabolism and transport
Abca1,receptors and binding proteins
Abca13,Transport
Abca14,Transport
Abca17,receptors and binding proteins
Abca2,Transport
Abca3,receptors and binding proteins
Abca7,Transport
Abca8,receptors and binding proteins
Abcb11,Unknown
Abcb1b,Signaling
Abcb4,receptors and binding proteins
Abcc1,receptors and binding proteins
Abcc10,Transport
Abcc4,receptors and binding proteins
Abcc5,receptors and binding proteins
Abcc8,Transport
Abcc9,receptors and binding proteins
Abce1,receptors and binding proteins
Abcf1,receptors and binding proteins
Abcg1,Transport
Abcg2,receptors and binding proteins
Abcg3l2,receptors and binding proteins
Abhd1,metabolism and transport
Abhd10,metabolism and transport
Abhd11,Metabolism
Abhd13,metabolism and transport
Abhd2,Metabolism
Abhd5,metabolism and transport
Abi3bp,Unknown
Abl2,Signaling
Ablim3,Cytoskeleton
AC094126.2,Unknown
AC094348.1,Unknown
AC094643.2,Unknown
AC094643.3,Unknown
AC097433.1,Unknown
AC099384.2,Unknown
AC107527.1,Unknown
AC109891.1,Unknown
AC110351.2,Unknown
AC110439.1,Unknown
AC111421.1,Unknown
AC112568.1,Unknown
AC116285.1,Unknown
AC117122.1,Unknown
AC117862.1,Unknown
AC117869.2,Unknown
AC118833.1,Unknown
AC121204.4,Unknown
AC123495.3,Unknown
AC124205.2,Unknown
AC126572.1,Unknown
AC127189.1,Unknown
AC128059.3,Unknown
AC129365.1,Unknown
AC132627.3,Unknown
AC134204.1,Unknown
AC135771.1,Unknown
AC144687.1,Unknown
AC240408.1,Unknown
AC240408.2,Unknown
Acaa2,metabolism and transport
Acaca,metabolism and transport
Acacb,Metabolism
Acadl,metabolism and transport
Acadm,metabolism and transport
Acads,metabolism and transport
Acat1,metabolism and transport
Acat2,metabolism and transport
Acbd4,metabolism and transport
Acbd5,metabolism and transport
Acbd6,metabolism and transport
Accn1,metabolism and transport
Accn4,metabolism and transport
Accs,metabolism and transport
Acd,Development
Ace,metabolism and transport
Acer2,Metabolism
Acer3,metabolism and transport
Acly,metabolism and transport
Acn9,metabolism and transport
Acot1,metabolism and transport
Acot9,Metabolism
Acox3,Metabolism
Acp1,metabolism and transport
Acp6,metabolism and transport
Acpp,Signaling
Acsbg1,metabolism and transport
Acsf2,metabolism and transport
Acsl1,metabolism and transport
Acsl3,metabolism and transport
Acsl4,metabolism and transport
Acsm3,metabolism and transport
Acsm5,metabolism and transport
Acss2,metabolism and transport
Acta2,Cytoskeleton
Actn2,Cytoskeleton
Actr10,Cytoskeleton
Actr1b,Cytoskeleton
Actr6,Cytoskeleton
Acvr1,receptors and binding proteins
Acvr1b,Signaling
Acvr2a,receptors and binding proteins
Acvr2b,receptors and binding proteins
Acyp2,Signaling
Adam10,Protease
Adam12,Protease
Adam17,Proteolysis
Adam18,Protease
Adam19,Development
Adam1a,Proteolysis
Adam23,Proteolysis
Adam33,Proteolysis
Adam4,Proteolysis
Adam4l1,Proteolysis
Adamts1,Proteolysis
Adamts12,Protease
Adamts17,Proteolysis
Adamts19,Proteolysis
Adamts2,Protease
Adamts4,Proteolysis
Adamts5,Proteolysis
Adamts6,Protease
Adamts9,Proteolysis
Adamtsl2,Proteolysis
Adamtsl4,Proteolysis
Adarb1,Epigenetic
Adarb2,Metabolism
Adcy1,Signaling
Adcy10,Signaling
Adcy5,Signaling
Adcy6,metabolism and transport
Adcy8,Signaling
Adcyap1,Signaling
Adcyap1r1,Signaling
Add3,Cytoskeleton
Adfp,Development
Adgrl3,Unknown
Adh7,Unknown
Adi1,metabolism and transport
Adipoq,Hormone
Adipor2,receptors and binding proteins
Adm,Signaling
Adnp2,Development
Adora1,receptors and binding proteins
Adora2a,receptors and binding proteins
Adora2b,receptors and binding proteins
Adpgk,metabolism and transport
Adra1d,receptors and binding proteins
Adrm1,Cytoskeleton
Adtrp,Development
Afap1,Cytoskeleton
Afap1l2,Cytoskeleton
Aff1,Transcription
Aff2,miscellaneous and unknown
Aff3,miscellaneous and unknown
Afg3l1,metabolism and transport
AgaP_AGAP003913,Epigenetic
AgaP_AGAP012711,Epigenetic
Agap1,Signaling
Agbl1,Signaling
Agbl3,Signaling
Agfg2,Signaling
Agmo,Metabolism
Agpat1,metabolism and transport
Agpat4,metabolism and transport
Agpat5,metabolism and transport
Agpat9,metabolism and transport
Agrn,Signaling
Agt,Proteolysis
Agtr1a,receptors and binding proteins
Agtr1b,receptors and binding proteins
Agtr2,receptors and binding proteins
Agtrap,receptors and binding proteins
Ahcyl2,metabolism and transport
Ahi1,Development
Ahnak,Cytoskeleton
Ahr,Transcription
Ahsg,Immune
Aifm3,Apoptosis
Aim1,Development
Aimp2,translation and protein modification
Aip,receptors and binding proteins
Ak3,Signaling
Ak3l1,metabolism and transport
Ak7,Signaling
Akain1,Signaling
Akap1,Signaling
Akap13,Signaling
Akap14,Signaling
Akap2,Signaling
Akap8l,Epigenetic
Akirin1,Signaling
Akr1b1,metabolism and transport
Akr1b7,metabolism and transport
Akr1b8,metabolism and transport
Akr1c13,metabolism and transport
Akr1c14,metabolism and transport
Akr1c19,metabolism and transport
Akr1cl1,metabolism and transport
Akr1d1,metabolism and transport
Akr7a2,metabolism and transport
Akt3,Signaling
Aktip,Proteolysis
Alad,metabolism and transport
Alas2,metabolism and transport
Alb,receptors and binding proteins
Alcam,Signaling
Aldh16a1,metabolism and transport
Aldh1a1,metabolism and transport
Aldh1l1,Metabolism
ALDH1L1,metabolism and transport
Aldh1l2,metabolism and transport
Aldh2,metabolism and transport
Aldh6a1,metabolism and transport
Aldh7a1,metabolism and transport
Aldh9a1,metabolism and transport
Aldoa,metabolism and transport
Aldob,metabolism and transport
Aldoc,metabolism and transport
Alg1,metabolism and transport
Alg11,metabolism and transport
Alg12,metabolism and transport
Alg14,metabolism and transport
Alg3,metabolism and transport
Alg5,metabolism and transport
Alg8,metabolism and transport
Alkbh5,metabolism and transport
Alkbh7,metabolism and transport
Alkbh8,Epigenetic
Alox15,metabolism and transport
Alox5ap,Signaling
Alpk1,Signaling
Alpk2,Signaling
Alpl,metabolism and transport
Amac1,metabolism and transport
Ambp,Immune
Amh,Growth Factors & Cytokines
Amhr2,receptors and binding proteins
Amigo3,Cytoskeleton
Amot,Development
Ampd3,metabolism and transport
Amph,receptors and binding proteins
Anapc1,Cell Cycle
Anapc10,Cell Cycle
Anapc4,Cell Cycle
Anapc7,Cell Cycle
Angel2,Development
Angpt1,Growth Factors & Cytokines
Angptl1,Growth Factors & Cytokines
Angptl2,Growth Factors & Cytokines
Ank2,Cytoskeleton
Ank3,Cytoskeleton
Ankdd1a,Unknown
Ankh,Cytoskeleton
Ankra2,Transcription
Ankrd10,Transcription
Ankrd11,EST
Ankrd12,Transcription
Ankrd22,Transcription
Ankrd26,Transcription
Ankrd33b,Transcription
Ankrd41,Transcription
Ankrd42,Transcription
Ankrd44,Unknown
Ankrd49,Transcription
Ankrd50,Transcription
Ankrd52,Transcription
Anks1b,Receptor
Anks3,Transcription
Ano1,Unknown
Ano10,Signaling
Ano6,Signaling
Anp32e,Signaling
Anpep,metabolism and transport
Antxr1,receptors and binding proteins
Anxa11,Signaling
Anxa13,Signaling
Anxa2,Signaling
Anxa3,Signaling
Anxa5,Signaling
Aof1,metabolism and transport
Aox3,metabolism and transport
AP1B1,metabolism and transport
Ap1g1,Golgi
AP1M1,metabolism and transport
Ap1s1,Golgi
Ap1s2,Golgi
AP1S2,Golgi
Ap1s3,Transport
Ap2a2,Receptor
Ap3b1,Transport
Ap3d1,translation and protein modification
Ap3m1,Golgi
Ap3m2,Golgi
Ap4b1,Golgi
Ap4e1,Golgi
Apaf1,Apoptosis
Apba1,Development
Apba3,receptors and binding proteins
Apbb1,receptors and binding proteins
Apbb2,receptors and binding proteins
Apbb3,receptors and binding proteins
Apc,Development
Apeg3,Epigenetic
Apeh,Protease
Apex1,DNA Repair
Aph1b,Development
Api5,Apoptosis
Apln,Signaling
Aplp1,receptors and binding proteins
Apoa2,metabolism and transport
APOB,receptors and binding proteins
Apobec1,metabolism and transport
Apoh,Binding Protein
Apol9a,metabolism and transport
Apold1,metabolism and transport
Apon,Unknown
Apoo,Extracellular Matrix
Apool,metabolism and transport
App,Signaling
Appbp2,metabolism and transport
Appl2,Signaling
Aprt,metabolism and transport
Aqp11,Unknown
Aqp2,metabolism and transport
Aqp4,metabolism and transport
Aqp6,metabolism and transport
Aqp8,metabolism and transport
Aqp9,Transport
Ar,Epigenetic
Arap1,Signaling
Arap2,Signaling
Arc,Signaling
Areg,Growth Factors & Cytokines
Arf2,translation and protein modification
Arf3,translation and protein modification
Arf6,translation and protein modification
ARF6,translation and protein modification
Arfgap1,translation and protein modification
Arfgap3,Signaling
Arfgef1,translation and protein modification
Arfip2,translation and protein modification
Arg2,metabolism and transport
Arhgap15,Signaling
Arhgap23,Signaling
Arhgap26,Signaling
Arhgap27,Signaling
Arhgap8,Signaling
Arhgdib,Signaling
Arhgef17,EST
Arhgef19,Signaling
Arhgef2,Signaling
Arhgef3,Signaling
Arhgef6,Signaling
Arid1a,Transcription
Arl3,translation and protein modification
Arl4a,translation and protein modification
Arl4d,translation and protein modification
Arl5a,translation and protein modification
Arl5b,translation and protein modification
Arl6ip1,Signaling
Arl8b,translation and protein modification
Armc2,Transcription
Armcx3,Transcription
Arntl,Transcription
Arpc1b,Cytoskeleton
Arrb1,Signaling
Arrb2,Signaling
Arrdc3,Signaling
Arrdc4,Signaling
Arsb,metabolism and transport
Arsg,Metabolism
Arsi,metabolism and transport
ARSJ,metabolism and transport
Arsk,Metabolism
Art3,Metabolism
Artn,Growth Factors & Cytokines
Arv1,metabolism and transport
As3mt,Epigenetic
Asah2,metabolism and transport
Asap1,Development
Asap2,Development
Asb1,Transcription
Asb13,Transcription
Asb15,Transcription
Asb2,Transcription
Asb4,Protein Binding
Asb9,Unknown
Ascc3,Signaling
Ascl1,Transcription
Asf1b,Epigenetic
Asic2,Transport
Asic4,Transport
Asmtl,Epigenetic
Asns,metabolism and transport
Asnsd1,metabolism and transport
Aspa,metabolism and transport
Aspdh,Metabolism
Asrgl1,metabolism and transport
ass1,Development
Astn2,Unknown
Atad2,metabolism and transport
Atad3a,metabolism and transport
Atcay,Development
Atf2,Transcription
Atf3,Transcription
Atf6b,Transcription
ATG3,metabolism and transport
Atg4a,Metabolism
ATG4C,metabolism and transport
atg5,metabolism and transport
Atg7,Apoptosis
Atg9a,Apoptosis
Atl3,Signaling
Atm,Development
Atmin,DNA Repair
Atox1,Metabolism
Atp11a,metabolism and transport
Atp13a1,metabolism and transport
Atp13a2,metabolism and transport
Atp13a4,Transport
Atp1a1,metabolism and transport
Atp1a2,metabolism and transport
Atp1a3,metabolism and transport
Atp1b1,metabolism and transport
Atp1b2,metabolism and transport
Atp1b3,metabolism and transport
Atp2a2,metabolism and transport
Atp2b1,metabolism and transport
Atp2b2,metabolism and transport
atp5a1,metabolism and transport
Atp5e,metabolism and transport
Atp5g1,metabolism and transport
Atp5g2,metabolism and transport
Atp5i,metabolism and transport
Atp5j2,metabolism and transport
Atp5l,metabolism and transport
Atp5o,metabolism and transport
Atp5s,Electron Transport
Atp5sl,metabolism and transport
Atp6ap1l,metabolism and transport
Atp6v0a1,metabolism and transport
Atp6v0a2,metabolism and transport
Atp6v0a4,metabolism and transport
Atp6v0c,metabolism and transport
atp6v0d1,metabolism and transport
Atp6v1a,metabolism and transport
Atp6v1b2,metabolism and transport
Atp6v1e1,metabolism and transport
Atp6v1g1,metabolism and transport
ATP8,metabolism and transport
Atp8a1,metabolism and transport
Atp8b3,metabolism and transport
Atp8b4,Transport
Atpif1,metabolism and transport
Atrnl1,Signaling
Atrx,Epigenetic
Atxn1,Transcription;DNA Repair
Atxn3,Development
Atxn7,Development
Atxn7l1,Development
Aurkc,Signaling
Auts2,Development
Auts2l,Development
Aven,Apoptosis
Avpi1,Signaling
Axin1,Signaling
Axin2,Signaling
Axl,receptors and binding proteins
Azin1,metabolism and transport
B2m,Immune
B3galnt1,Golgi
B3galt1,metabolism and transport
B3galt2,Golgi
B3galt5,metabolism and transport
B3galt6,metabolism and transport
B3gat3,metabolism and transport
B3gnt1,metabolism and transport
B3gnt2,Golgi
B3gnt4,metabolism and transport
B3gnt5,metabolism and transport
B3gnt9,Golgi
B4galt5,metabolism and transport
B4galt6,Golgi
B9d1,Development
Baalc,Development
Bace2,metabolism and transport
Bag1,Apoptosis
Bag3,Apoptosis
Bahd1,Epigenetic
Bai1,Development
Baiap2,Receptor
Baiap2l1,Signaling
Bank1,Development
Banp,Transcription
Bat1,translation and protein modification
Bat2,translation and protein modification
Bat2d1,Immune
Batf2,Transcription
Bax,Apoptosis
Baz1b,Metabolism
Baz2a,Transcription
Baz2b,Transcription
Bbs10,Development
Bbs2,Development
Bbs4,Development
Bbs9,Development
Bcam,Cytoskeleton
Bcar1,Signaling
Bcar3,Signaling
Bcas3,Transcription
Bcat1,metabolism and transport
Bccip,Signaling
Bche,metabolism and transport
Bckdha,metabolism and transport
Bckdhb,metabolism and transport
Bckdk,Signaling
bcl11a,Transcription
Bcl11a,Transcription
Bcl2l1,Apoptosis
Bcl2l10,Apoptosis
Bcl2l11,Apoptosis
Bcl6,Transcription
Bcl6b,Transcription
Bcl7b,Transcription
Bcl7c,Transcription
Bcl9,Transcription
Bclaf1,Transcription
Bcmo1,metabolism and transport
Bcr,Signaling
Bdh1,metabolism and transport
Bdh2,metabolism and transport
Bdnf,Growth Factors & Cytokines
Becn1,receptors and binding proteins
Bet1,Golgi
Bex4,Development
Bfsp1,Cytoskeleton
Bfsp2,Cytoskeleton
Bhlhb9,Transcription
Bhlhe22,Transcription
Bhlhe40,Transcription
Bhlhe41,Transcription
Bin1,Transcription
Bin3,Transcription
Birc2,Apoptosis
Birc3,Apoptosis
Birc6,miscellaneous and unknown
Blnk,Cytoskeleton
Bloc1s1,metabolism and transport
Blvra,metabolism and transport
Blvrb,metabolism and transport
Blzf1,Transcription
Bmf,Apoptosis
Bmp15,Growth Factors & Cytokines
Bmp2k,Signaling
Bmp3,Growth Factors & Cytokines
Bmp5,Growth Factors & Cytokines
Bmp6,Growth Factors & Cytokines
Bmp7,Growth Factors & Cytokines
Bmper,Development
Bmpr1a,receptors and binding proteins
Bmpr1b,receptors and binding proteins
Bms1,translation and protein modification
Bmyc,Transcription
Bnc1,Development
Bnc2,Development
Boc,receptors and binding proteins
Bok,Apoptosis
Boll,Development
Bop1,Cell Cycle
Bphl,metabolism and transport
Bpifb1,Unknown
BRAFLDRAFT_120096,Epigenetic
BRAFLDRAFT_260655,miscellaneous and unknown
BRAFLDRAFT_283521,miscellaneous and unknown
BRAFLDRAFT_288811,miscellaneous and unknown
BRAFLDRAFT_290865,miscellaneous and unknown
BRAFLDRAFT_74748,Epigenetic
BRAFLDRAFT_81006,miscellaneous and unknown
Brd1,Epigenetic
Brd7,Epigenetic
Brdt,Epigenetic
Brms1,Transcription
Brp44l,Development
Brpf1,Transcription
Brpf3,Transcription
Brunol4,translation and protein modification
Brwd2,Epigenetic
Brwd3,miscellaneous and unknown
Bsn,Extracellular Matrix
Bsph1,Development
Bspry,Development
Bst2,Signaling
Btaf1,Transcription
Btbd12,Signaling
Btbd3,miscellaneous and unknown
Btbd9,Unknown
Btd,metabolism and transport
Btf3l4,Transcription
Btg1,Transcription
Btg2,Transcription
Btg4,Transcription
Btn1a1,miscellaneous and unknown
Btnl4,Immune
Btnl6-ps1,Unknown
Btnl7,Immune
Btnl8,Immune
Bub1,Cell Cycle
Bwk1,Transcription
Bxdc1,Development
Bxdc2,miscellaneous and unknown
Bzw1,Transcription
C1d,Transcription
C1galt1,metabolism and transport
C1qa,Immune
C1qb,Immune
C1qc,Immune
C1ql2,Immune
C1ql3,Immune
C1qtnf1,Growth Factors & Cytokines
C1qtnf2,Immune
C1qtnf6,Growth Factors & Cytokines
C1qtnf7,Growth Factors & Cytokines
C1r,Immune
C1s,Immune
C2cd2l,Signaling
C2cd5,Signaling
C3,Immune
C3ar1,Immune
C4b,Immune
C4bpa,Immune
C4bpb,Immune
C7,Immune
Cabc1,translation and protein modification
Cables2,Cell Cycle
Cachd1,miscellaneous and unknown
Cacna1c,metabolism and transport
Cacna1d,metabolism and transport
Cacna1e,Transport
Cacna1f,Transport
Cacna1h,metabolism and transport
Cacna2d1,metabolism and transport
Cacna2d3,Transport
Cacnb2,Transport
Cacnb3,Signaling
Cacnb4,Transport
Cacng2,Transport
Cacng3,metabolism and transport
Cacybp,receptors and binding proteins
Cadm1,Cytoskeleton
Cadps,metabolism and transport
Cadps2,metabolism and transport
Calb1,receptors and binding proteins
Calcrl,receptors and binding proteins
Cald1,metabolism and transport
calm1,Signaling
Calm3,Signaling
Calml3,Signaling
Calml4,Signaling
Caln1,Signaling
Camk1g,Signaling
Camk2b,Signaling
CAMK2B,Signaling
Camk2d,Signaling
Camk2g,Signaling
Camkk1,Signaling
Camkk2,Signaling
Camsap1l1,Signaling
Camta1,Transcription
Cant1,metabolism and transport
CAOG_01404,miscellaneous and unknown
CAOG_05898,Signaling
Cap1,Cytoskeleton
Capg,Cytoskeleton
Capn2,Protease
Capn5,Proteolysis
Capn6,Proteolysis
Capn7,Proteolysis
Capn8,metabolism and transport
Caps2,Signaling
Capza1,Cytoskeleton
Car10,Metabolism
Car12,metabolism and transport
Car14,metabolism and transport
Car2,metabolism and transport
Car3,metabolism and transport
Car5b,metabolism and transport
Car7,metabolism and transport
Car8,metabolism and transport
Card6,Apoptosis
Carhsp1,Translation
Cars,translation and protein modification
Cartpt,Development
CARUB_v10020777mg,miscellaneous and unknown
Casc4,Transcription
Casc5,Transcription
Cask,Signaling
Casp1,Apoptosis
Casp12,Apoptosis
Casp2,Apoptosis
Casp3,Apoptosis
Casp4,Apoptosis
Casp7,Apoptosis
casq1,Signaling
Cass4,Transcription
Cat,metabolism and transport
Catsper3,metabolism and transport
Catsperg1,metabolism and transport
Cav1,Epigenetic
Cav2,Epigenetic
Cbfb,miscellaneous and unknown
Cblb,Transcription
Cbln1,Development
Cbln2,Development
Cbr1,metabolism and transport
Cbr3,metabolism and transport
Cbr4,metabolism and transport
Cbx4,Epigenetic
Cby1,Development
Ccbe1,Cytoskeleton
Ccbl1,metabolism and transport
Ccdc106,Transcription
Ccdc109b,Transcription
Ccdc112,Transcription
Ccdc113,Unknown
Ccdc114,Transcription
Ccdc12,Transcription
Ccdc123,EST
Ccdc124,Transcription
Ccdc125,Transcription
Ccdc126,Transcription
Ccdc130,Transcription
